type,price,beds,bath,propertysqft,latitude,longitude,borough,neighborhood,price_per_sqft
Multi-family,799000,6,4,2310.0,40.897885,-73.8562199,Manhattan,Bronx,345.89
Co-op,959000,3,4,1993.0,40.7564761,-73.7212008,Queens,Queens,481.18
Multi-family,888000,5,3,2980.0,40.6484284,-73.9166783,Manhattan,Brooklyn,297.99
House,725000,2,2,988.0,40.5821761,-74.1078688,Manhattan,Staten Island,733.81
Condop,1065000,2,2,2184.207862,40.7850141,-73.9481639,Manhattan,Manhattan,487.59
Townhouse,19995000,7,6,8200.0,40.7777833,-73.962008,Manhattan,Manhattan,2438.41
Condo,744000,2,1,890.0,40.7592629,-73.9257407,Queens,Queens,835.96
Condo,4595000,4,4,3052.0,40.7241883,-73.9804574,Manhattan,Manhattan,1505.57
Co-op,475000,1,1,2184.207862,40.671881,-73.961562,Brooklyn,Brooklyn,217.47
Co-op,189000,2,1,800.0,40.8522362,-73.8655005,Bronx,Bronx,236.25
House,998888,4,3,2184.207862,40.682563,-73.799077,Manhattan,Queens,457.32
Co-op,32000000,4,6,7500.0,40.7237571,-74.0021582,Manhattan,Manhattan,4266.67
Multi-family,3250000,6,4,3059.0,40.6877385,-73.9618932,Manhattan,Brooklyn,1062.44
Multi-family,769000,7,2,2100.0,40.6219621,-74.0832854,Manhattan,Staten Island,366.19
House,648998,3,2,1296.0,40.8611669,-73.8467192,Manhattan,Bronx,500.77
House,1699900,7,5,2418.0,40.6898884,-73.9085265,Manhattan,Brooklyn,703.02
Co-op,395250,1,1,650.0,40.7642499,-73.92761,Queens,Queens,608.08
House,539000,3,2,972.0,40.6104417,-74.0628522,Manhattan,Staten Island,554.53
Townhouse,1348000,5,2,2184.207862,40.7462947,-73.8595834,Manhattan,Queens,617.16
Condo,1450000,3,3,1855.0,40.7573108,-73.8341865,Queens,Queens,781.67
Co-op,465000,2,1,2184.207862,40.7483992,-73.8795703,Manhattan,Queens,212.89
Condo,6500000,2,2,1639.0,40.7601885,-73.9843625,Manhattan,Manhattan,3965.83
Co-op,297000,1,1,800.0,40.7322799,-73.85181,Queens,Queens,371.25
Co-op,244900,1,1,518.0,40.7511183,-73.7160095,Queens,Queens,472.78
House,2480000,4,4,5150.0,40.7932103,-73.8161976,Manhattan,Queens,481.55
Co-op,230000,1,1,2184.207862,40.736005,-73.849174,Queens,Queens,105.3
Condo,780000,2,2,825.0,40.6288601,-73.9704912,Manhattan,Brooklyn,945.45
Townhouse,4875000,3,3,2184.207862,40.748964,-73.978301,Manhattan,Manhattan,2231.93
Co-op,539999,3,2,2184.207862,40.7563263,-73.8752379,Queens,Queens,247.23
Co-op,750000,2,2,1193.0,40.8825618,-73.9212739,Bronx,Bronx,628.67
Condo,2249000,2,3,2321.0,40.7486775,-73.9819284,Manhattan,Manhattan,968.98
Co-op,270000,2,1,700.0,40.7751901,-73.9090015,Queens,Queens,385.71
Co-op,1950000,2,2,2184.207862,40.7380264,-74.0053843,Manhattan,Manhattan,892.77
Co-op,240000,2,1,2184.207862,40.6987743,-73.8529203,Queens,Queens,109.88
Condo,628000,3,2,900.0,40.7376925,-73.8803546,Queens,Queens,697.78
Co-op,399000,2,1,2184.207862,40.7544847,-73.8740993,Queens,Queens,182.67
House,687000,2,1,2184.207862,40.8214203,-73.8062717,Manhattan,Bronx,314.53
Townhouse,588000,2,2,2000.0,40.5904561,-74.1521059,Manhattan,Staten Island,294.0
Multi-family,825000,5,3,2184.207862,40.8296973,-73.8768124,Manhattan,Bronx,377.71
Condo,285000,2,1,835.0,40.8396194,-73.8587548,Bronx,Bronx,341.32
Condo,595000,3,1,915.0,40.6944083,-73.9595899,Brooklyn,Brooklyn,650.27
Condo,899000,2,2,1697.0,40.6403656,-74.0737574,Staten Island,Staten Island,529.76
Townhouse,2995000,5,2,4900.0,40.8178071,-73.9440991,Manhattan,Manhattan,611.22
House,1180000,4,3,2184.207862,40.7335974,-73.7788656,Manhattan,Queens,540.24
Co-op,130000,1,1,2184.207862,40.8653458,-73.9073691,Bronx,Bronx,59.52
House,849999,3,2,2184.207862,40.7226341,-73.8165656,Manhattan,Queens,389.16
Co-op,185000,1,1,850.0,40.8789917,-73.9020914,Manhattan,Bronx,217.65
House,1275000,4,2,2184.207862,40.7289806,-73.7083891,Manhattan,Queens,583.74
Multi-family,2798000,5,3,3400.0,40.657854,-73.975525,Manhattan,Brooklyn,822.94
Co-op,359000,2,1,950.0,40.7733297,-73.8274665,Queens,Queens,377.89
House,988000,3,1,1296.0,40.7540089,-73.8189203,Manhattan,Queens,762.35
Co-op,800000,1,1,2184.207862,40.7486602,-73.9720523,Manhattan,Manhattan,366.27
Co-op,400000,2,1,2184.207862,40.7536299,-73.88596,Queens,Queens,183.13
Multi-family,965000,5,3,3520.0,40.8247021,-73.8766066,Manhattan,Bronx,274.15
Multi-family,1389000,5,2,2412.0,40.6157428,-73.9345355,Manhattan,Brooklyn,575.87
Condo,525000,3,2,1185.0,40.807969,-73.854213,Bronx,Bronx,443.04
Multi-family,10000000,7,8,2184.207862,40.734814,-73.996305,Manhattan,Manhattan,4578.32
Co-op,279000,2,1,2184.207862,40.7408626,-73.7553116,Manhattan,Queens,127.74
Townhouse,15995000,5,2,2184.207862,40.7311289,-74.0048678,Manhattan,Manhattan,7323.02
Multi-family,1850000,3,4,2184.207862,40.6140608,-73.9853215,Manhattan,Brooklyn,846.99
Co-op,250000,1,1,800.0,40.6180698,-73.9699744,Brooklyn,Brooklyn,312.5
Co-op,2250000,3,2,2000.0,40.665708,-73.976288,Manhattan,Brooklyn,1125.0
Co-op,350000,3,2,1100.0,40.6297036,-73.9255951,Brooklyn,Brooklyn,318.18
House,1649000,4,3,1452.0,40.7039659,-73.9210676,Manhattan,Brooklyn,1135.67
House,1370000,6,3,2184.207862,40.7102471,-73.8049849,Manhattan,Queens,627.23
Co-op,360000,2,1,2184.207862,40.8165004,-73.9411037,Manhattan,Manhattan,164.82
Co-op,1050000,1,1,2184.207862,40.7316673,-73.996478,Manhattan,Manhattan,480.72
Condo,2200000,2,2,1308.0,40.7740269,-73.9632939,Manhattan,Manhattan,1681.96
House,650000,3,2,1218.0,40.6306934,-74.0794192,Manhattan,Staten Island,533.66
House,345000,3,2,2184.207862,40.701334,-73.772164,Manhattan,Queens,157.95
Townhouse,7850000,5,4,6060.0,40.7366749,-73.9860561,Manhattan,Manhattan,1295.38
House,4900000,4,2,3100.0,40.7742274,-73.9588396,Manhattan,Manhattan,1580.65
House,1578000,5,3,2152.0,40.7346802,-73.7905086,Manhattan,Queens,733.27
House,715000,3,2,2184.207862,40.701497,-73.7613803,Manhattan,Queens,327.35
Townhouse,600000,3,1,2184.207862,40.6786381,-73.910662,Brooklyn,Brooklyn,274.7
House,850000,3,2,1090.0,40.5952951,-74.1039687,Manhattan,Staten Island,779.82
Condo,1949000,2,2,1288.0,40.7234874,-73.976864,Manhattan,Manhattan,1513.2
Multi-family,1599999,5,4,3773.0,40.5461245,-74.1826661,Manhattan,Staten Island,424.07
House,640000,3,2,1110.0,40.542861,-74.154978,Manhattan,Staten Island,576.58
Co-op,329000,1,1,764.0,40.6141658,-74.0353827,Brooklyn,Brooklyn,430.63
Multi-family,750000,4,2,2340.0,40.8959494,-73.85177,Manhattan,Bronx,320.51
House,1450000,4,4,1746.0,40.6212482,-74.0338909,Manhattan,Brooklyn,830.47
Condo,1999999,3,3,1800.0,40.5770098,-73.958346,Brooklyn,Brooklyn,1111.11
House,899888,4,2,2185.0,40.6215947,-74.1404429,Manhattan,Staten Island,411.85
Co-op,379000,2,1,900.0,40.7194655,-73.8183058,Queens,Queens,421.11
Multi-family,879000,4,2,1824.0,40.5452993,-74.1492507,Manhattan,Staten Island,481.91
Co-op,1030000,2,2,1077.0,40.7849374,-73.9480901,Manhattan,Manhattan,956.36
Co-op,699999,1,2,2184.207862,40.7826608,-73.9723737,Manhattan,Manhattan,320.48
Co-op,388000,2,1,2184.207862,40.7272034,-73.8471901,Manhattan,Queens,177.64
Condo,1750000,1,1,937.0,40.7330327,-73.9891825,Manhattan,Manhattan,1867.66
Co-op,995000,1,1,2184.207862,40.7201147,-73.9581256,Brooklyn,Brooklyn,455.54
House,599999,5,4,2184.207862,40.6836616,-73.7970345,Manhattan,Queens,274.7
Co-op,300000,1,1,2184.207862,40.8050658,-73.9524985,Manhattan,Manhattan,137.35
Co-op,389000,1,1,900.0,40.7427717,-73.8796707,Queens,Queens,432.22
Co-op,875000,1,2,2184.207862,40.7710157,-73.9642556,Manhattan,Manhattan,400.6
Condo,3000000,3,3,2100.0,40.7590132,-73.9612618,Manhattan,Manhattan,1428.57
Multi-family,850000,3,2,2194.0,40.8467388,-73.8189548,Manhattan,Bronx,387.42
Townhouse,3595000,5,4,4675.0,40.828721,-73.947403,Manhattan,Manhattan,768.98
House,925000,3,2,2184.207862,40.737003,-73.904942,Manhattan,Queens,423.49
House,799000,5,3,2184.207862,40.7039425,-73.7459355,Manhattan,Queens,365.81
House,1880000,3,5,1920.0,40.7492709,-73.8119666,Manhattan,Queens,979.17
Co-op,375000,3,1,2184.207862,40.764038,-73.993548,Manhattan,Manhattan,171.69
Co-op,269000,1,1,625.0,40.632218,-74.0321902,Brooklyn,Brooklyn,430.4
House,4500000,6,4,2184.207862,40.7880839,-73.8180817,Manhattan,Queens,2060.24
House,589000,3,2,1120.0,40.6697595,-73.8692311,Manhattan,Brooklyn,525.89
Co-op,239000,1,1,700.0,40.6073781,-73.9601827,Brooklyn,Brooklyn,341.43
Co-op,385000,1,1,2184.207862,40.7505242,-73.8847507,Queens,Queens,176.27
Condo,1000000,1,1,773.0,40.7574596,-73.9793586,Manhattan,Manhattan,1293.66
Co-op,130000,3,1,2184.207862,40.7104509,-73.7982064,Queens,Queens,59.52
House,798000,3,2,760.0,40.7392555,-73.8523054,Manhattan,Queens,1050.0
Co-op,495000,1,1,2184.207862,40.7238926,-73.9893733,Manhattan,Manhattan,226.63
Condo,555000,1,1,649.0,40.7206509,-73.808539,Queens,Queens,855.16
Co-op,1274000,3,2,2184.207862,40.7482245,-73.9795398,Manhattan,Manhattan,583.28
Co-op,349000,2,1,2184.207862,40.7052273,-73.8336358,Queens,Queens,159.78
House,2500000,3,2,2184.207862,40.6637132,-73.9806843,Manhattan,Brooklyn,1144.58
Co-op,749900,3,1,830.0,40.798921,-73.961553,Manhattan,Manhattan,903.49
House,1399900,4,4,3149.0,40.5900537,-74.0906619,Manhattan,Staten Island,444.55
Condo,948888,2,2,950.0,40.6163216,-74.0374941,Brooklyn,Brooklyn,998.83
House,475000,3,2,1280.0,40.9034885,-73.8435964,Manhattan,Bronx,371.09
Condo,2595000,3,3,1449.0,40.7833546,-73.9499982,Manhattan,Manhattan,1790.89
Multi-family,1199000,3,1,2726.0,40.5837427,-74.0909372,Manhattan,Staten Island,439.84
Condo,750000,1,1,654.0,40.708157,-73.944452,Brooklyn,Brooklyn,1146.79
Condo,713000,2,2,1040.0,40.5855131,-73.9883977,Manhattan,Brooklyn,685.58
Co-op,300000,1,1,2184.207862,40.7464499,-73.89982,Queens,Queens,137.35
Co-op,2695000,3,3,2184.207862,40.7843128,-73.9814804,Manhattan,Manhattan,1233.86
Co-op,450000,2,2,2184.207862,40.7475547,-73.718359,Queens,Queens,206.02
Co-op,699000,1,1,2184.207862,40.7959993,-73.9723278,Manhattan,Manhattan,320.02
Co-op,225000,1,1,2184.207862,40.7577974,-73.7159601,Manhattan,Queens,103.01
Condo,5925000,3,4,2539.0,40.7022,-73.990838,Brooklyn,Brooklyn,2333.6
Co-op,255000,1,1,2184.207862,40.755562,-73.7316684,Manhattan,Queens,116.75
House,2095000,4,4,3223.0,40.7200361,-73.8007029,Manhattan,Queens,650.02
House,10250000,7,6,5200.0,40.7854792,-73.9528586,Manhattan,Manhattan,1971.15
Co-op,750000,1,1,2184.207862,40.6880273,-73.9950123,Brooklyn,Brooklyn,343.37
Co-op,199000,3,1,650.0,40.6449836,-73.9738362,Brooklyn,Brooklyn,306.15
Multi-family,1250000,7,3,1800.0,40.58761,-73.9698943,Manhattan,Brooklyn,694.44
Co-op,2425000,2,2,1300.0,40.731874,-73.9921379,Manhattan,Manhattan,1865.38
Co-op,2500000,5,6,3860.0,40.7524819,-73.9654633,Manhattan,Manhattan,647.67
Co-op,3499000,6,8,6000.0,40.7698703,-73.9611404,Manhattan,Manhattan,583.17
Co-op,649000,1,2,1000.0,40.7556274,-73.9614685,Manhattan,Manhattan,649.0
Multi-family,998500,3,2,2184.207862,40.6476837,-73.9519338,Manhattan,Brooklyn,457.15
Multi-family,765000,4,2,1152.0,40.8847302,-73.8563591,Manhattan,Bronx,664.06
Condo,599000,2,2,705.0,40.7494499,-73.8778676,Queens,Queens,849.65
Condo,11500000,5,5,5276.0,40.7198832,-74.0033836,Manhattan,Manhattan,2179.68
Co-op,595000,1,2,2184.207862,40.761641,-73.9702246,Manhattan,Manhattan,272.41
Co-op,675000,1,1,2184.207862,40.7957847,-73.9498024,Manhattan,Manhattan,309.04
Condo,729000,2,2,950.0,40.7650102,-73.8167757,Queens,Queens,767.37
Multi-family,2449000,3,2,3000.0,40.6921191,-73.9498754,Manhattan,Brooklyn,816.33
Co-op,399999,2,1,2184.207862,40.7047878,-73.8344551,Queens,Queens,183.13
Co-op,397000,2,1,1000.0,40.7381747,-73.8785246,Queens,Queens,397.0
Townhouse,950000,2,1,1800.0,40.6594527,-73.9975913,Manhattan,Brooklyn,527.78
Condo,3995000,4,3,2578.0,40.7655712,-73.979561,Manhattan,Manhattan,1549.65
Co-op,599000,1,1,780.0,40.6230753,-74.0403471,Brooklyn,Fort Hamilton,767.95
Condo,1999999,4,3,2729.0,40.7069134,-74.0085778,Manhattan,Manhattan,732.87
Co-op,3370000,2,2,2184.207862,40.7321377,-73.9947952,Manhattan,Manhattan,1542.89
Townhouse,6995000,4,5,4187.0,40.6894191,-73.9977098,Manhattan,Brooklyn,1670.65
House,1598000,4,4,2184.207862,40.7392152,-73.8301205,Manhattan,Queens,731.62
Condo,699000,2,2,1030.0,40.7627559,-73.8168695,Queens,Queens,678.64
Co-op,265000,3,1,650.0,40.5757325,-73.9679335,Brooklyn,Brooklyn,407.69
House,1699000,5,3,2488.0,40.5786214,-73.9515728,Manhattan,Brooklyn,682.88
Condo,1086300,2,1,780.0,40.7847793,-73.9778528,Manhattan,Manhattan,1392.69
Multi-family,859000,6,4,2820.0,40.8500672,-73.885658,Manhattan,Bronx,304.61
House,945000,2,2,2184.207862,40.7154822,-73.8862242,Manhattan,Queens,432.65
Condo,549000,2,2,2184.207862,40.848222,-73.9043179,Bronx,Bronx,251.35
Multi-family,969999,6,4,2184.207862,40.887362,-73.8321425,Manhattan,Bronx,444.1
Condo,2800000,2,2,1412.0,40.7652485,-73.9824857,Manhattan,Manhattan,1983.0
Co-op,449000,2,1,2184.207862,40.7810674,-73.954925,Manhattan,Manhattan,205.57
Co-op,294500,1,1,2184.207862,40.7505078,-73.8851355,Queens,Queens,134.83
House,314000,2,1,847.0,40.6396832,-74.1652748,Manhattan,Staten Island,370.72
Multi-family,1598000,7,2,2184.207862,40.7375872,-73.7989142,Manhattan,Queens,731.62
Co-op,208000,3,1,2184.207862,40.7170693,-73.8332429,Queens,Queens,95.23
Co-op,169900,2,1,900.0,40.8363523,-73.865036,Bronx,Bronx,188.78
Co-op,235000,1,1,2184.207862,40.7267837,-73.8587799,Queens,Queens,107.59
Co-op,278000,1,1,2184.207862,40.7119297,-73.826361,Queens,Bronx,127.28
Townhouse,998000,6,2,2236.0,40.6623484,-73.8914648,Manhattan,Brooklyn,446.33
Co-op,6400000,3,4,2184.207862,40.7737635,-73.9644574,Manhattan,Manhattan,2930.12
Co-op,385000,2,1,920.0,40.7325379,-73.8601516,Queens,Queens,418.48
Co-op,250000,1,1,750.0,40.5986758,-73.9325474,Brooklyn,Brooklyn,333.33
Multi-family,1849000,6,3,2184.207862,40.7688965,-73.7752498,Manhattan,Queens,846.53
House,449500,3,2,2184.207862,40.8112605,-73.855529,Manhattan,Bronx,205.8
Multi-family,1250000,5,2,2184.207862,40.7324444,-73.8760359,Manhattan,Queens,572.29
House,1099000,7,3,2322.0,40.6438485,-73.9016506,Manhattan,Brooklyn,473.3
House,1900000,4,2,1400.0,40.7230171,-73.8231693,Manhattan,Queens,1357.14
Condo,2500000,2,2,1250.0,40.7578531,-73.9923304,Manhattan,Manhattan,2000.0
House,1288000,3,3,1696.0,40.788704,-73.84908,Manhattan,Queens,759.43
Co-op,1150000,1,1,2184.207862,40.7717316,-73.9797209,Manhattan,Manhattan,526.51
Condo,825000,3,2,2184.207862,40.7407971,-73.9021337,Queens,Queens,377.71
Townhouse,4195000,5,4,2184.207862,40.6847934,-73.965911,Manhattan,Brooklyn,1920.6
Condo,875000,2,1,922.0,40.6965975,-73.9071739,Manhattan,Brooklyn,949.02
Co-op,297000,1,1,2184.207862,40.6013587,-74.0073583,Manhattan,Brooklyn,135.98
Condo,485000,1,1,575.0,40.7245332,-73.8696876,Queens,Queens,843.48
Co-op,230000,2,1,800.0,40.9117719,-73.9024392,Bronx,Bronx,287.5
House,629000,4,2,2184.207862,40.8807198,-73.8445368,Manhattan,Bronx,287.98
Multi-family,1200000,5,2,2184.207862,40.5404111,-74.1957141,Manhattan,Staten Island,549.4
Townhouse,7550000,5,5,2184.207862,40.7348673,-74.0023636,Manhattan,Manhattan,3456.63
Condo,399000,3,2,2184.207862,40.7668236,-73.9239725,Manhattan,Queens,182.67
House,14000000,3,2,23027.0,40.7157769,-73.99357,Manhattan,Manhattan,607.98
Co-op,299000,1,1,2184.207862,40.7607762,-73.8197115,Queens,Queens,136.89
Multi-family,2200000,6,6,2184.207862,40.7101745,-73.8995452,Manhattan,Queens,1007.23
Condo,465000,2,2,708.0,40.7511218,-73.8614488,Queens,Queens,656.78
Co-op,278000,1,1,750.0,40.7306353,-73.8276823,Queens,Queens,370.67
Condo,685000,2,2,2184.207862,40.7332174,-73.8448704,Queens,Queens,313.61
Co-op,4500000,2,2,1800.0,40.7727705,-73.9787651,Manhattan,Manhattan,2500.0
Multi-family,779000,3,2,1540.0,40.5949347,-73.9347766,Manhattan,Brooklyn,505.84
House,640000,3,2,1224.0,40.8729069,-73.8596638,Manhattan,Bronx,522.88
Co-op,449000,2,2,1200.0,40.7812626,-73.7745671,Queens,Queens,374.17
Co-op,1100000,2,1,2184.207862,40.6634878,-73.9807302,Brooklyn,Brooklyn,503.62
Condo,550000,3,2,2184.207862,40.6310935,-73.9723541,Brooklyn,Brooklyn,251.81
Condo,1899000,3,2,1900.0,40.5763957,-73.9575654,Brooklyn,Brooklyn,999.47
House,599900,3,2,1204.0,40.5466066,-74.1406837,Manhattan,Staten Island,498.26
Townhouse,22500000,4,2,4000.0,40.7368312,-74.0024003,Manhattan,Manhattan,5625.0
House,739000,2,2,1473.0,40.6241803,-73.9375665,Manhattan,Brooklyn,501.7
Condo,7995000,3,4,2184.207862,40.7745073,-73.981428,Manhattan,Manhattan,3660.37
Co-op,1425000,2,2,2184.207862,40.7261696,-74.0013901,Manhattan,Manhattan,652.41
Multi-family,749000,4,2,2184.207862,40.7369795,-73.8140379,Manhattan,Queens,342.92
Condo,548000,1,1,950.0,40.7626705,-73.8191386,Queens,Queens,576.84
Condo,950000,1,1,560.0,40.7564316,-73.9660912,Manhattan,Manhattan,1696.43
Co-op,1460000,2,2,2184.207862,40.7812136,-73.9570373,Manhattan,Manhattan,668.43
Co-op,269000,3,1,2184.207862,40.7592939,-73.8203855,Queens,Queens,123.16
Condo,1695000,1,2,1072.0,40.7020349,-73.9899069,Manhattan,Brooklyn,1581.16
Co-op,155000,3,1,2184.207862,40.6299057,-73.9265933,Brooklyn,Brooklyn,70.96
Co-op,449000,2,1,764.0,40.7526861,-73.7166669,Queens,Queens,587.7
House,690000,2,2,1500.0,40.6342245,-73.9268315,Manhattan,Brooklyn,460.0
House,1499000,5,2,2088.0,40.6151781,-73.9901308,Manhattan,Brooklyn,717.91
Co-op,795000,2,1,2184.207862,40.654461,-73.9744629,Brooklyn,Brooklyn,363.98
Co-op,300000,2,1,800.0,40.5860215,-73.9668364,Brooklyn,Brooklyn,375.0
Condo,1100000,2,2,2184.207862,40.7630485,-73.9776229,Manhattan,Manhattan,503.62
Condo,5000000,2,2,1780.0,40.7592091,-73.9760875,Manhattan,Manhattan,2808.99
Condo,425000,1,1,603.0,40.6360061,-73.971649,Brooklyn,Brooklyn,704.81
Co-op,280000,3,1,2184.207862,40.7486808,-73.9705383,Manhattan,Manhattan,128.19
House,1149000,3,2,1660.0,40.6093215,-73.9448683,Manhattan,Brooklyn,692.17
Co-op,410000,2,2,2184.207862,40.7203199,-73.84052,Queens,Queens,187.71
Co-op,268000,1,1,660.0,40.7739672,-73.8277862,Queens,Queens,406.06
Co-op,6000000,4,4,2184.207862,40.7625546,-73.9703842,Manhattan,Manhattan,2746.99
Co-op,4650000,3,3,2184.207862,40.7661258,-73.9779145,Manhattan,Manhattan,2128.92
House,24500000,6,8,8400.0,40.7675628,-73.967656,Manhattan,Manhattan,2916.67
Condo,660000,2,2,970.0,40.7376925,-73.8803546,Queens,Queens,680.41
House,465000,2,2,1048.0,40.5636372,-74.1009652,Manhattan,Staten Island,443.7
Condo,1175000,2,2,1072.0,40.7081041,-74.0074731,Manhattan,Manhattan,1096.08
House,1078000,3,2,1260.0,40.7421583,-73.8191116,Manhattan,Queens,855.56
Co-op,349000,1,1,652.0,40.6259955,-74.0323073,Brooklyn,Brooklyn,535.28
Co-op,269995,1,1,2184.207862,40.7379227,-73.8470718,Queens,Queens,123.61
Multi-family,6999000,6,3,2184.207862,40.697795,-73.995861,Manhattan,Brooklyn,3204.37
Co-op,1398000,4,2,2184.207862,40.7147871,-73.9809765,Manhattan,Manhattan,640.05
House,750000,3,2,1868.0,40.6359284,-73.9409763,Manhattan,Brooklyn,401.5
Co-op,629000,1,1,2184.207862,40.8048821,-73.966726,Manhattan,Manhattan,287.98
House,1150000,3,2,1280.0,40.6193771,-73.9717704,Manhattan,Brooklyn,898.44
House,12500000,4,6,7500.0,40.7273703,-73.9870777,Manhattan,Manhattan,1666.67
House,699900,3,2,1420.0,40.5986989,-74.1318297,Manhattan,Staten Island,492.89
Co-op,519000,2,2,1079.0,40.7203199,-73.84052,Queens,Queens,481.0
Co-op,279000,1,1,2184.207862,40.7379227,-73.8470718,Manhattan,Queens,127.74
Multi-family,1325000,6,4,2184.207862,40.7635384,-73.8628798,Manhattan,Queens,606.63
House,635000,4,2,1684.0,40.5307866,-74.2217959,Manhattan,Staten Island,377.08
Multi-family,1100000,7,2,1040.0,40.6784973,-73.892987,Manhattan,Brooklyn,1057.69
Co-op,199000,1,1,600.0,40.7085553,-73.8279947,Queens,Queens,331.67
Co-op,550000,2,2,1012.0,40.7986288,-73.9351095,Manhattan,Manhattan,543.48
Co-op,518000,3,2,2184.207862,40.7568027,-73.8736566,Queens,Queens,237.16
Condo,1250000,2,2,1057.0,40.6655513,-73.9922171,Manhattan,Brooklyn,1182.59
Townhouse,8750000,3,4,4275.0,40.7829849,-73.9535589,Manhattan,Manhattan,2046.78
Condo,1465000,2,1,1107.0,40.7213959,-73.9430921,Brooklyn,Brooklyn,1323.4
Co-op,278000,1,1,2184.207862,40.7439196,-73.8992843,Queens,Queens,127.28
Co-op,469000,2,1,2184.207862,40.7623991,-73.9321744,Queens,Queens,214.72
Co-op,225000,1,1,2184.207862,40.7667099,-73.78272,Queens,Queens,103.01
Multi-family,1100000,4,3,3664.0,40.8389133,-73.8826337,Manhattan,Bronx,300.22
Multi-family,949000,5,3,2184.207862,40.6290233,-73.9330774,Manhattan,Brooklyn,434.48
Multi-family,799000,4,2,1716.0,40.5778456,-73.9670934,Manhattan,Brooklyn,465.62
House,699000,3,3,1280.0,40.5877725,-73.9253044,Manhattan,Brooklyn,546.09
House,900000,3,2,1248.0,40.5981713,-74.0732699,Manhattan,Staten Island,721.15
Co-op,3295000,2,2,2184.207862,40.7852991,-73.9571579,Manhattan,Manhattan,1508.56
Co-op,595000,2,1,2184.207862,40.7955171,-73.9745834,Manhattan,Manhattan,272.41
Condo,269000,3,1,485.0,40.590145,-73.9499887,Brooklyn,Brooklyn,554.64
Townhouse,548000,2,2,1354.0,40.5646084,-74.184535,Manhattan,Staten Island,404.73
Co-op,6995000,4,4,2184.207862,40.7816743,-73.9600313,Manhattan,Manhattan,3202.53
Co-op,1150000,2,1,900.0,40.6737554,-73.9803629,Brooklyn,Brooklyn,1277.78
Condo,799000,5,2,1500.0,40.6409434,-73.9953527,Brooklyn,Brooklyn,532.67
Condo,2110000,2,2,1326.0,40.7367893,-73.9799267,Manhattan,Manhattan,1591.25
Townhouse,4200000,5,4,4480.0,40.788437,-73.9731887,Manhattan,Manhattan,937.5
Multi-family,450000,4,2,2184.207862,40.7065602,-73.7835572,Manhattan,Queens,206.02
Co-op,385000,1,1,779.0,40.5834583,-73.9522667,Brooklyn,Brooklyn,494.22
House,649999,4,1,2184.207862,40.6936825,-73.7495584,Manhattan,Queens,297.59
Condo,539000,2,1,708.0,40.633546,-74.0266446,Brooklyn,Brooklyn,761.3
House,1525000,3,2,1650.0,40.6242186,-74.0088847,Manhattan,Brooklyn,924.24
Multi-family,2100000,6,2,2720.0,40.6366874,-73.9984062,Manhattan,Brooklyn,772.06
House,625000,3,2,1944.0,40.8216537,-73.8465699,Manhattan,Bronx,321.5
House,728888,4,3,1379.0,40.6767141,-73.7492797,Manhattan,Queens,528.56
Co-op,739000,2,1,2184.207862,40.7741621,-73.9467221,Manhattan,Manhattan,338.34
Multi-family,1290000,3,2,2184.207862,40.7554032,-73.7924388,Manhattan,Queens,590.6
Multi-family,675000,3,2,1750.0,40.8266591,-73.824848,Manhattan,Bronx,385.71
House,550000,3,2,1221.0,40.653784,-73.8286059,Manhattan,Queens,450.45
House,1099999,3,1,1100.0,40.7709973,-73.8950248,Manhattan,Queens,1000.0
Co-op,5900000,3,4,3000.0,40.7472085,-74.0013378,Manhattan,Manhattan,1966.67
